Data;HoraMinutoSegundo;Milissegundos;MensagensEnviadas;ComandoExecutado
2024-01-06;05:56:07;584;307;python3 -m app.rabbit_publisher 307
2024-01-06;05:56:17;783;221;python3 -m app.rabbit_publisher 221
2024-01-06;05:56:27;963;114;python3 -m app.rabbit_publisher 114
2024-01-06;05:56:38;100;104;python3 -m app.rabbit_publisher 104
2024-01-06;05:56:48;241;285;python3 -m app.rabbit_publisher 285
2024-01-06;05:56:58;397;159;python3 -m app.rabbit_publisher 159
2024-01-06;05:57:08;564;275;python3 -m app.rabbit_publisher 275
2024-01-06;05:57:18;727;115;python3 -m app.rabbit_publisher 115
2024-01-06;05:57:28;866;105;python3 -m app.rabbit_publisher 105
2024-01-06;05:57:39;017;234;python3 -m app.rabbit_publisher 234
2024-01-06;05:57:49;184;173;python3 -m app.rabbit_publisher 173
2024-01-06;05:57:59;354;305;python3 -m app.rabbit_publisher 305
2024-01-06;05:58:09;526;186;python3 -m app.rabbit_publisher 186
2024-01-06;05:58:19;675;313;python3 -m app.rabbit_publisher 313
2024-01-06;05:58:29;838;213;python3 -m app.rabbit_publisher 213
2024-01-06;05:58:39;996;172;python3 -m app.rabbit_publisher 172
2024-01-06;05:58:50;140;262;python3 -m app.rabbit_publisher 262
2024-01-06;05:59:00;305;144;python3 -m app.rabbit_publisher 144
2024-01-06;05:59:10;450;270;python3 -m app.rabbit_publisher 270
2024-01-06;05:59:20;605;231;python3 -m app.rabbit_publisher 231
2024-01-06;05:59:30;757;158;python3 -m app.rabbit_publisher 158
2024-01-06;05:59:40;902;115;python3 -m app.rabbit_publisher 115
2024-01-06;05:59:51;040;279;python3 -m app.rabbit_publisher 279
2024-01-06;06:00:01;191;107;python3 -m app.rabbit_publisher 107
2024-01-06;06:00:11;347;276;python3 -m app.rabbit_publisher 276
2024-01-06;06:00:21;515;342;python3 -m app.rabbit_publisher 342
2024-01-06;06:00:31;677;262;python3 -m app.rabbit_publisher 262
2024-01-06;06:00:41;829;230;python3 -m app.rabbit_publisher 230
2024-01-06;06:00:51;977;336;python3 -m app.rabbit_publisher 336
2024-01-06;06:01:02;137;198;python3 -m app.rabbit_publisher 198
2024-01-06;06:01:12;282;190;python3 -m app.rabbit_publisher 190
2024-01-06;06:01:22;427;239;python3 -m app.rabbit_publisher 239
2024-01-06;06:01:32;581;211;python3 -m app.rabbit_publisher 211
2024-01-06;06:01:42;731;239;python3 -m app.rabbit_publisher 239
2024-01-06;06:01:52;902;107;python3 -m app.rabbit_publisher 107
2024-01-06;06:02:03;043;107;python3 -m app.rabbit_publisher 107
2024-01-06;06:02:13;182;323;python3 -m app.rabbit_publisher 323
2024-01-06;06:02:23;348;278;python3 -m app.rabbit_publisher 278
2024-01-06;06:02:33;502;114;python3 -m app.rabbit_publisher 114
2024-01-06;06:02:43;641;295;python3 -m app.rabbit_publisher 295
2024-01-06;06:02:53;803;279;python3 -m app.rabbit_publisher 279
2024-01-06;06:03:03;965;315;python3 -m app.rabbit_publisher 315
2024-01-06;06:03:14;128;191;python3 -m app.rabbit_publisher 191
2024-01-06;06:03:24;273;215;python3 -m app.rabbit_publisher 215
2024-01-06;06:03:34;450;192;python3 -m app.rabbit_publisher 192
2024-01-06;06:03:44;616;159;python3 -m app.rabbit_publisher 159
2024-01-06;06:03:54;758;212;python3 -m app.rabbit_publisher 212
2024-01-06;06:04:04;907;263;python3 -m app.rabbit_publisher 263
2024-01-06;06:04:15;062;109;python3 -m app.rabbit_publisher 109
2024-01-06;06:04:25;199;257;python3 -m app.rabbit_publisher 257
2024-01-06;06:04:35;363;166;python3 -m app.rabbit_publisher 166
2024-01-06;06:04:45;519;227;python3 -m app.rabbit_publisher 227
2024-01-06;06:04:55;667;110;python3 -m app.rabbit_publisher 110
2024-01-06;06:05:05;803;159;python3 -m app.rabbit_publisher 159
2024-01-06;06:05:15;946;291;python3 -m app.rabbit_publisher 291
2024-01-06;06:05:26;104;331;python3 -m app.rabbit_publisher 331
2024-01-06;06:05:36;262;293;python3 -m app.rabbit_publisher 293
2024-01-06;06:05:46;441;296;python3 -m app.rabbit_publisher 296
2024-01-06;06:05:56;635;321;python3 -m app.rabbit_publisher 321
2024-01-06;06:06:06;824;157;python3 -m app.rabbit_publisher 157
2024-01-06;06:06:16;966;268;python3 -m app.rabbit_publisher 268
2024-01-06;06:06:27;145;226;python3 -m app.rabbit_publisher 226
2024-01-06;06:06:37;306;341;python3 -m app.rabbit_publisher 341
2024-01-06;06:06:47;467;300;python3 -m app.rabbit_publisher 300
2024-01-06;06:06:57;642;249;python3 -m app.rabbit_publisher 249
2024-01-06;06:07:07;814;155;python3 -m app.rabbit_publisher 155
2024-01-06;06:07:17;982;111;python3 -m app.rabbit_publisher 111
2024-01-06;06:07:28;205;233;python3 -m app.rabbit_publisher 233
2024-01-06;06:07:38;355;112;python3 -m app.rabbit_publisher 112
2024-01-06;06:07:48;495;191;python3 -m app.rabbit_publisher 191
2024-01-06;06:07:58;642;195;python3 -m app.rabbit_publisher 195
2024-01-06;06:08:08;787;147;python3 -m app.rabbit_publisher 147
2024-01-06;06:08:18;926;283;python3 -m app.rabbit_publisher 283
2024-01-06;06:08:29;089;120;python3 -m app.rabbit_publisher 120
2024-01-06;06:08:39;225;169;python3 -m app.rabbit_publisher 169
2024-01-06;06:08:49;368;333;python3 -m app.rabbit_publisher 333
2024-01-06;06:08:59;527;308;python3 -m app.rabbit_publisher 308
2024-01-06;06:09:09;684;219;python3 -m app.rabbit_publisher 219
2024-01-06;06:09:19;832;229;python3 -m app.rabbit_publisher 229
2024-01-06;06:09:29;980;263;python3 -m app.rabbit_publisher 263
2024-01-06;06:09:40;136;299;python3 -m app.rabbit_publisher 299
2024-01-06;06:09:50;290;324;python3 -m app.rabbit_publisher 324
2024-01-06;06:10:00;453;322;python3 -m app.rabbit_publisher 322
2024-01-06;06:10:10;611;207;python3 -m app.rabbit_publisher 207
2024-01-06;06:10:20;756;101;python3 -m app.rabbit_publisher 101
2024-01-06;06:10:30;892;226;python3 -m app.rabbit_publisher 226
2024-01-06;06:10:41;042;234;python3 -m app.rabbit_publisher 234
2024-01-06;06:10:51;189;208;python3 -m app.rabbit_publisher 208
2024-01-06;06:11:01;337;235;python3 -m app.rabbit_publisher 235
2024-01-06;06:11:11;487;186;python3 -m app.rabbit_publisher 186
2024-01-06;06:11:21;637;261;python3 -m app.rabbit_publisher 261
2024-01-06;06:11:31;796;152;python3 -m app.rabbit_publisher 152
2024-01-06;06:11:41;937;283;python3 -m app.rabbit_publisher 283
2024-01-06;06:11:52;092;197;python3 -m app.rabbit_publisher 197
2024-01-06;06:12:02;240;267;python3 -m app.rabbit_publisher 267
2024-01-06;06:12:12;404;236;python3 -m app.rabbit_publisher 236
2024-01-06;06:12:22;553;307;python3 -m app.rabbit_publisher 307
2024-01-06;06:12:32;729;343;python3 -m app.rabbit_publisher 343
2024-01-06;06:12:42;891;244;python3 -m app.rabbit_publisher 244
2024-01-06;06:12:53;051;134;python3 -m app.rabbit_publisher 134
2024-01-06;06:13:03;188;290;python3 -m app.rabbit_publisher 290
2024-01-06;06:13:13;344;229;python3 -m app.rabbit_publisher 229
2024-01-06;06:13:23;493;162;python3 -m app.rabbit_publisher 162
2024-01-06;06:13:33;640;116;python3 -m app.rabbit_publisher 116
2024-01-06;06:13:43;779;230;python3 -m app.rabbit_publisher 230
2024-01-06;06:13:53;929;270;python3 -m app.rabbit_publisher 270
2024-01-06;06:14:04;083;177;python3 -m app.rabbit_publisher 177
2024-01-06;06:14:14;225;250;python3 -m app.rabbit_publisher 250
2024-01-06;06:14:24;376;216;python3 -m app.rabbit_publisher 216
2024-01-06;06:14:34;527;278;python3 -m app.rabbit_publisher 278
2024-01-06;06:14:44;685;241;python3 -m app.rabbit_publisher 241
2024-01-06;06:14:54;839;129;python3 -m app.rabbit_publisher 129
2024-01-06;06:15:04;981;288;python3 -m app.rabbit_publisher 288
2024-01-06;06:15:15;135;252;python3 -m app.rabbit_publisher 252
2024-01-06;06:15:25;287;121;python3 -m app.rabbit_publisher 121
2024-01-06;06:15:35;428;175;python3 -m app.rabbit_publisher 175
2024-01-06;06:15:45;574;218;python3 -m app.rabbit_publisher 218
2024-01-06;06:15:55;722;345;python3 -m app.rabbit_publisher 345
2024-01-06;06:16:05;884;205;python3 -m app.rabbit_publisher 205
2024-01-06;06:16:16;043;157;python3 -m app.rabbit_publisher 157
2024-01-06;06:16:26;204;118;python3 -m app.rabbit_publisher 118
2024-01-06;06:16:36;340;243;python3 -m app.rabbit_publisher 243
2024-01-06;06:16:46;492;140;python3 -m app.rabbit_publisher 140
2024-01-06;06:16:56;634;224;python3 -m app.rabbit_publisher 224
2024-01-06;06:17:06;783;139;python3 -m app.rabbit_publisher 139
2024-01-06;06:17:16;924;164;python3 -m app.rabbit_publisher 164
2024-01-06;06:17:27;069;109;python3 -m app.rabbit_publisher 109
2024-01-06;06:17:37;206;203;python3 -m app.rabbit_publisher 203
2024-01-06;06:17:47;354;220;python3 -m app.rabbit_publisher 220
2024-01-06;06:17:57;516;218;python3 -m app.rabbit_publisher 218
2024-01-06;06:18:07;663;152;python3 -m app.rabbit_publisher 152
2024-01-06;06:18:17;814;149;python3 -m app.rabbit_publisher 149
2024-01-06;06:18:27;958;206;python3 -m app.rabbit_publisher 206
2024-01-06;06:18:38;135;217;python3 -m app.rabbit_publisher 217
2024-01-06;06:18:48;319;288;python3 -m app.rabbit_publisher 288
2024-01-06;06:18:58;505;222;python3 -m app.rabbit_publisher 222
2024-01-06;06:19:08;680;190;python3 -m app.rabbit_publisher 190
2024-01-06;06:19:18;830;342;python3 -m app.rabbit_publisher 342
2024-01-06;06:19:29;006;147;python3 -m app.rabbit_publisher 147
2024-01-06;06:19:39;172;151;python3 -m app.rabbit_publisher 151
2024-01-06;06:19:49;316;302;python3 -m app.rabbit_publisher 302
2024-01-06;06:19:59;501;136;python3 -m app.rabbit_publisher 136
2024-01-06;06:20:09;655;322;python3 -m app.rabbit_publisher 322
2024-01-06;06:20:19;847;347;python3 -m app.rabbit_publisher 347
2024-01-06;06:20:30;014;239;python3 -m app.rabbit_publisher 239
2024-01-06;06:20:40;169;212;python3 -m app.rabbit_publisher 212
2024-01-06;06:20:50;318;296;python3 -m app.rabbit_publisher 296
2024-01-06;06:21:00;497;184;python3 -m app.rabbit_publisher 184
2024-01-06;06:21:10;643;145;python3 -m app.rabbit_publisher 145
2024-01-06;06:21:20;784;105;python3 -m app.rabbit_publisher 105
2024-01-06;06:21:30;920;304;python3 -m app.rabbit_publisher 304
2024-01-06;06:21:41;089;130;python3 -m app.rabbit_publisher 130
2024-01-06;06:21:51;226;250;python3 -m app.rabbit_publisher 250
2024-01-06;06:22:01;376;220;python3 -m app.rabbit_publisher 220
2024-01-06;06:22:11;552;345;python3 -m app.rabbit_publisher 345
2024-01-06;06:22:21;740;233;python3 -m app.rabbit_publisher 233
2024-01-06;06:22:31;896;334;python3 -m app.rabbit_publisher 334
2024-01-06;06:22:42;055;227;python3 -m app.rabbit_publisher 227
2024-01-06;06:22:52;204;126;python3 -m app.rabbit_publisher 126
2024-01-06;06:23:02;344;302;python3 -m app.rabbit_publisher 302
2024-01-06;06:23:12;515;205;python3 -m app.rabbit_publisher 205
2024-01-06;06:23:22;661;343;python3 -m app.rabbit_publisher 343
2024-01-06;06:23:32;821;202;python3 -m app.rabbit_publisher 202
2024-01-06;06:23:42;967;348;python3 -m app.rabbit_publisher 348
2024-01-06;06:23:53;128;299;python3 -m app.rabbit_publisher 299
2024-01-06;06:24:03;284;225;python3 -m app.rabbit_publisher 225
2024-01-06;06:24:13;434;265;python3 -m app.rabbit_publisher 265
2024-01-06;06:24:23;588;179;python3 -m app.rabbit_publisher 179
2024-01-06;06:24:33;729;176;python3 -m app.rabbit_publisher 176
2024-01-06;06:24:43;873;342;python3 -m app.rabbit_publisher 342
2024-01-06;06:24:54;032;221;python3 -m app.rabbit_publisher 221
2024-01-06;06:25:04;181;322;python3 -m app.rabbit_publisher 322
2024-01-06;06:25:14;340;264;python3 -m app.rabbit_publisher 264
2024-01-06;06:25:24;491;244;python3 -m app.rabbit_publisher 244
2024-01-06;06:25:34;652;179;python3 -m app.rabbit_publisher 179
2024-01-06;06:25:44;885;346;python3 -m app.rabbit_publisher 346
2024-01-06;06:25:55;046;345;python3 -m app.rabbit_publisher 345
2024-01-06;06:26:05;281;252;python3 -m app.rabbit_publisher 252
2024-01-06;06:26:15;436;300;python3 -m app.rabbit_publisher 300
2024-01-06;06:26:25;596;125;python3 -m app.rabbit_publisher 125
2024-01-06;06:26:35;737;193;python3 -m app.rabbit_publisher 193
2024-01-06;06:26:45;892;246;python3 -m app.rabbit_publisher 246
2024-01-06;06:26:56;053;329;python3 -m app.rabbit_publisher 329
2024-01-06;06:27:06;216;194;python3 -m app.rabbit_publisher 194
2024-01-06;06:27:16;364;280;python3 -m app.rabbit_publisher 280
2024-01-06;06:27:26;519;291;python3 -m app.rabbit_publisher 291
2024-01-06;06:27:36;676;104;python3 -m app.rabbit_publisher 104
2024-01-06;06:27:46;814;335;python3 -m app.rabbit_publisher 335
2024-01-06;06:27:56;997;249;python3 -m app.rabbit_publisher 249
2024-01-06;06:28:07;150;201;python3 -m app.rabbit_publisher 201
2024-01-06;06:28:17;292;253;python3 -m app.rabbit_publisher 253
2024-01-06;06:28:27;447;146;python3 -m app.rabbit_publisher 146
2024-01-06;06:28:37;588;127;python3 -m app.rabbit_publisher 127
2024-01-06;06:28:47;758;219;python3 -m app.rabbit_publisher 219
2024-01-06;06:28:57;935;325;python3 -m app.rabbit_publisher 325
2024-01-06;06:29:08;100;216;python3 -m app.rabbit_publisher 216
2024-01-06;06:29:18;273;124;python3 -m app.rabbit_publisher 124
2024-01-06;06:29:28;410;182;python3 -m app.rabbit_publisher 182
2024-01-06;06:29:38;570;224;python3 -m app.rabbit_publisher 224
2024-01-06;06:29:48;720;122;python3 -m app.rabbit_publisher 122
2024-01-06;06:29:58;865;243;python3 -m app.rabbit_publisher 243
2024-01-06;06:30:09;016;209;python3 -m app.rabbit_publisher 209
2024-01-06;06:30:19;163;303;python3 -m app.rabbit_publisher 303
2024-01-06;06:30:29;321;126;python3 -m app.rabbit_publisher 126
2024-01-06;06:30:39;462;270;python3 -m app.rabbit_publisher 270
2024-01-06;06:30:49;631;142;python3 -m app.rabbit_publisher 142
2024-01-06;06:30:59;769;120;python3 -m app.rabbit_publisher 120
2024-01-06;06:31:09;910;275;python3 -m app.rabbit_publisher 275
2024-01-06;06:31:20;064;196;python3 -m app.rabbit_publisher 196
2024-01-06;06:31:30;215;229;python3 -m app.rabbit_publisher 229
2024-01-06;06:31:40;366;261;python3 -m app.rabbit_publisher 261
2024-01-06;06:31:50;537;332;python3 -m app.rabbit_publisher 332
2024-01-06;06:32:00;698;339;python3 -m app.rabbit_publisher 339
2024-01-06;06:32:10;860;321;python3 -m app.rabbit_publisher 321
2024-01-06;06:32:21;020;207;python3 -m app.rabbit_publisher 207
2024-01-06;06:32:31;164;138;python3 -m app.rabbit_publisher 138
2024-01-06;06:32:41;303;316;python3 -m app.rabbit_publisher 316
2024-01-06;06:32:51;509;178;python3 -m app.rabbit_publisher 178
2024-01-06;06:33:01;661;170;python3 -m app.rabbit_publisher 170
2024-01-06;06:33:11;809;294;python3 -m app.rabbit_publisher 294
2024-01-06;06:33:21;988;254;python3 -m app.rabbit_publisher 254
2024-01-06;06:33:32;181;327;python3 -m app.rabbit_publisher 327
2024-01-06;06:33:42;354;105;python3 -m app.rabbit_publisher 105
2024-01-06;06:33:52;501;239;python3 -m app.rabbit_publisher 239
2024-01-06;06:34:02;656;176;python3 -m app.rabbit_publisher 176
2024-01-06;06:34:12;804;321;python3 -m app.rabbit_publisher 321
2024-01-06;06:34:22;986;287;python3 -m app.rabbit_publisher 287
2024-01-06;06:34:33;165;297;python3 -m app.rabbit_publisher 297
2024-01-06;06:34:43;335;218;python3 -m app.rabbit_publisher 218
2024-01-06;06:34:53;485;220;python3 -m app.rabbit_publisher 220
2024-01-06;06:35:03;652;230;python3 -m app.rabbit_publisher 230
2024-01-06;06:35:13;823;339;python3 -m app.rabbit_publisher 339
2024-01-06;06:35:23;990;311;python3 -m app.rabbit_publisher 311
2024-01-06;06:35:34;150;282;python3 -m app.rabbit_publisher 282
2024-01-06;06:35:44;320;256;python3 -m app.rabbit_publisher 256
2024-01-06;06:35:54;471;234;python3 -m app.rabbit_publisher 234
2024-01-06;06:36:04;619;277;python3 -m app.rabbit_publisher 277
2024-01-06;06:36:14;773;273;python3 -m app.rabbit_publisher 273
2024-01-06;06:36:24;928;182;python3 -m app.rabbit_publisher 182
2024-01-06;06:36:35;102;120;python3 -m app.rabbit_publisher 120
2024-01-06;06:36:45;240;218;python3 -m app.rabbit_publisher 218
2024-01-06;06:36:55;389;157;python3 -m app.rabbit_publisher 157
2024-01-06;06:37:05;529;134;python3 -m app.rabbit_publisher 134
2024-01-06;06:37:15;669;193;python3 -m app.rabbit_publisher 193
2024-01-06;06:37:25;815;195;python3 -m app.rabbit_publisher 195
2024-01-06;06:37:35;962;188;python3 -m app.rabbit_publisher 188
2024-01-06;06:37:46;107;208;python3 -m app.rabbit_publisher 208
2024-01-06;06:37:56;279;216;python3 -m app.rabbit_publisher 216
2024-01-06;06:38:06;427;244;python3 -m app.rabbit_publisher 244
2024-01-06;06:38:16;597;337;python3 -m app.rabbit_publisher 337
2024-01-06;06:38:26;755;111;python3 -m app.rabbit_publisher 111
2024-01-06;06:38:36;895;300;python3 -m app.rabbit_publisher 300
2024-01-06;06:38:47;062;294;python3 -m app.rabbit_publisher 294
2024-01-06;06:38:57;217;225;python3 -m app.rabbit_publisher 225
2024-01-06;06:39:07;381;125;python3 -m app.rabbit_publisher 125
2024-01-06;06:39:17;587;275;python3 -m app.rabbit_publisher 275
2024-01-06;06:39:27;742;278;python3 -m app.rabbit_publisher 278
2024-01-06;06:39:37;904;247;python3 -m app.rabbit_publisher 247
2024-01-06;06:39:48;069;282;python3 -m app.rabbit_publisher 282
2024-01-06;06:39:58;225;108;python3 -m app.rabbit_publisher 108
2024-01-06;06:40:08;362;204;python3 -m app.rabbit_publisher 204
2024-01-06;06:40:18;509;179;python3 -m app.rabbit_publisher 179
2024-01-06;06:40:28;657;244;python3 -m app.rabbit_publisher 244
2024-01-06;06:40:38;808;313;python3 -m app.rabbit_publisher 313
2024-01-06;06:40:48;966;153;python3 -m app.rabbit_publisher 153
2024-01-06;06:40:59;129;128;python3 -m app.rabbit_publisher 128
2024-01-06;06:41:09;267;186;python3 -m app.rabbit_publisher 186
2024-01-06;06:41:19;416;197;python3 -m app.rabbit_publisher 197
2024-01-06;06:41:29;562;110;python3 -m app.rabbit_publisher 110
2024-01-06;06:41:39;698;343;python3 -m app.rabbit_publisher 343
2024-01-06;06:41:49;891;288;python3 -m app.rabbit_publisher 288
2024-01-06;06:42:00;069;133;python3 -m app.rabbit_publisher 133
2024-01-06;06:42:10;217;315;python3 -m app.rabbit_publisher 315
2024-01-06;06:42:20;377;272;python3 -m app.rabbit_publisher 272
2024-01-06;06:42:30;540;289;python3 -m app.rabbit_publisher 289
2024-01-06;06:42:40;726;278;python3 -m app.rabbit_publisher 278
2024-01-06;06:42:50;897;146;python3 -m app.rabbit_publisher 146
2024-01-06;06:43:01;048;156;python3 -m app.rabbit_publisher 156
2024-01-06;06:43:11;197;238;python3 -m app.rabbit_publisher 238
2024-01-06;06:43:21;347;299;python3 -m app.rabbit_publisher 299
2024-01-06;06:43:31;543;312;python3 -m app.rabbit_publisher 312
2024-01-06;06:43:41;737;269;python3 -m app.rabbit_publisher 269
2024-01-06;06:43:51;906;244;python3 -m app.rabbit_publisher 244
2024-01-06;06:44:02;090;199;python3 -m app.rabbit_publisher 199
2024-01-06;06:44:12;241;255;python3 -m app.rabbit_publisher 255
2024-01-06;06:44:22;391;204;python3 -m app.rabbit_publisher 204
2024-01-06;06:44:32;537;279;python3 -m app.rabbit_publisher 279
2024-01-06;06:44:42;691;111;python3 -m app.rabbit_publisher 111
2024-01-06;06:44:52;829;173;python3 -m app.rabbit_publisher 173
2024-01-06;06:45:02;986;260;python3 -m app.rabbit_publisher 260
2024-01-06;06:45:13;145;297;python3 -m app.rabbit_publisher 297
2024-01-06;06:45:23;301;254;python3 -m app.rabbit_publisher 254
2024-01-06;06:45:33;477;289;python3 -m app.rabbit_publisher 289
2024-01-06;06:45:43;653;196;python3 -m app.rabbit_publisher 196
2024-01-06;06:45:53;814;285;python3 -m app.rabbit_publisher 285
2024-01-06;06:46:03;973;330;python3 -m app.rabbit_publisher 330
2024-01-06;06:46:14;130;175;python3 -m app.rabbit_publisher 175
2024-01-06;06:46:24;274;135;python3 -m app.rabbit_publisher 135
2024-01-06;06:46:34;418;203;python3 -m app.rabbit_publisher 203
2024-01-06;06:46:44;579;298;python3 -m app.rabbit_publisher 298
2024-01-06;06:46:54;735;157;python3 -m app.rabbit_publisher 157
2024-01-06;06:47:04;877;262;python3 -m app.rabbit_publisher 262
2024-01-06;06:47:15;029;321;python3 -m app.rabbit_publisher 321
2024-01-06;06:47:25;185;286;python3 -m app.rabbit_publisher 286
2024-01-06;06:47:35;340;249;python3 -m app.rabbit_publisher 249
2024-01-06;06:47:45;494;306;python3 -m app.rabbit_publisher 306
2024-01-06;06:47:55;652;130;python3 -m app.rabbit_publisher 130
2024-01-06;06:48:05;799;328;python3 -m app.rabbit_publisher 328
2024-01-06;06:48:15;973;341;python3 -m app.rabbit_publisher 341
2024-01-06;06:48:26;144;228;python3 -m app.rabbit_publisher 228
2024-01-06;06:48:36;297;334;python3 -m app.rabbit_publisher 334
2024-01-06;06:48:46;461;160;python3 -m app.rabbit_publisher 160
2024-01-06;06:48:56;603;339;python3 -m app.rabbit_publisher 339
2024-01-06;06:49:06;763;162;python3 -m app.rabbit_publisher 162
2024-01-06;06:49:16;906;253;python3 -m app.rabbit_publisher 253
2024-01-06;06:49:27;072;330;python3 -m app.rabbit_publisher 330
2024-01-06;06:49:37;252;232;python3 -m app.rabbit_publisher 232
2024-01-06;06:49:47;427;250;python3 -m app.rabbit_publisher 250
2024-01-06;06:49:57;623;143;python3 -m app.rabbit_publisher 143
2024-01-06;06:50:07;786;156;python3 -m app.rabbit_publisher 156
2024-01-06;06:50:17;939;144;python3 -m app.rabbit_publisher 144
2024-01-06;06:50:28;084;338;python3 -m app.rabbit_publisher 338
2024-01-06;06:50:38;247;201;python3 -m app.rabbit_publisher 201
2024-01-06;06:50:48;398;143;python3 -m app.rabbit_publisher 143
2024-01-06;06:50:58;543;158;python3 -m app.rabbit_publisher 158
2024-01-06;06:51:08;686;155;python3 -m app.rabbit_publisher 155
2024-01-06;06:51:18;836;203;python3 -m app.rabbit_publisher 203
2024-01-06;06:51:28;984;338;python3 -m app.rabbit_publisher 338
2024-01-06;06:51:39;144;330;python3 -m app.rabbit_publisher 330
2024-01-06;06:51:49;304;166;python3 -m app.rabbit_publisher 166
2024-01-06;06:51:59;455;116;python3 -m app.rabbit_publisher 116
2024-01-06;06:52:09;611;217;python3 -m app.rabbit_publisher 217
2024-01-06;06:52:19;764;100;python3 -m app.rabbit_publisher 100
2024-01-06;06:52:29;900;269;python3 -m app.rabbit_publisher 269
2024-01-06;06:52:40;055;167;python3 -m app.rabbit_publisher 167
2024-01-06;06:52:50;199;305;python3 -m app.rabbit_publisher 305
2024-01-06;06:53:00;380;202;python3 -m app.rabbit_publisher 202
2024-01-06;06:53:10;526;223;python3 -m app.rabbit_publisher 223
2024-01-06;06:53:20;677;280;python3 -m app.rabbit_publisher 280
2024-01-06;06:53:30;874;220;python3 -m app.rabbit_publisher 220
2024-01-06;06:53:41;025;331;python3 -m app.rabbit_publisher 331
2024-01-06;06:53:51;186;206;python3 -m app.rabbit_publisher 206
2024-01-06;06:54:01;364;262;python3 -m app.rabbit_publisher 262
2024-01-06;06:54:11;517;341;python3 -m app.rabbit_publisher 341
2024-01-06;06:54:21;688;323;python3 -m app.rabbit_publisher 323
2024-01-06;06:54:31;851;139;python3 -m app.rabbit_publisher 139
2024-01-06;06:54:42;003;125;python3 -m app.rabbit_publisher 125
2024-01-06;06:54:52;147;235;python3 -m app.rabbit_publisher 235
2024-01-06;06:55:02;312;244;python3 -m app.rabbit_publisher 244
2024-01-06;06:55:12;473;121;python3 -m app.rabbit_publisher 121
2024-01-06;06:55:22;624;206;python3 -m app.rabbit_publisher 206
2024-01-06;06:55:32;771;170;python3 -m app.rabbit_publisher 170
2024-01-06;06:55:42;913;209;python3 -m app.rabbit_publisher 209
2024-01-06;06:55:53;059;183;python3 -m app.rabbit_publisher 183
2024-01-06;06:56:03;204;144;python3 -m app.rabbit_publisher 144
2024-01-06;06:56:13;357;322;python3 -m app.rabbit_publisher 322
2024-01-06;06:56:23;541;187;python3 -m app.rabbit_publisher 187
2024-01-06;06:56:33;693;236;python3 -m app.rabbit_publisher 236
2024-01-06;06:56:43;855;105;python3 -m app.rabbit_publisher 105
2024-01-06;06:56:53;994;281;python3 -m app.rabbit_publisher 281
2024-01-06;06:57:04;170;183;python3 -m app.rabbit_publisher 183
2024-01-06;06:57:14;317;312;python3 -m app.rabbit_publisher 312
